Randomizer Version: 4.6.0
Random Seed: 8190105131538
Settings String: 321YQgEATL8AP8AAgEEAAIeAxgIFAAAFAA+AQABEgAAAAAABAAYMtkyAQAICTIGBAAyAAUAC0VtZXJhbGQgKFUp/oaDOOPDOIo=

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1    |ABILITY2    |ITEM
228|HOUNDOUR     |DARK/FIRE        |  45|  60|  30|  80|  50|  65|EARLY BIRD  |FLASH FIRE  |SOFT SAND (common), MAX POTION (rare)
229|HOUNDOOM     |DARK/FIRE        |  75|  90|  50| 110|  80|  95|EARLY BIRD  |FLASH FIRE  |TM16 (100%)
230|KINGDRA      |WATER/DRAGON     |  75|  95|  95|  95|  95|  85|SWIFT SWIM  |-------     |
231|PHANPY       |GROUND           |  90|  60|  60|  40|  40|  40|PICKUP      |-------     |
232|DONPHAN      |GROUND           |  90| 120| 120|  60|  60|  50|STURDY      |-------     |
233|PORYGON2     |NORMAL           |  85|  80|  90| 105|  95|  60|TRACE       |-------     |GUARD SPEC. (common), TM02 (rare)
234|STANTLER     |NORMAL           |  73|  95|  62|  85|  65|  85|INTIMIDATE  |-------     |
235|SMEARGLE     |NORMAL           |  55|  20|  35|  20|  45|  75|OWN TEMPO   |-------     |MAX ETHER (common), TM12 (rare)
236|TYROGUE      |FIGHTING         |  35|  35|  35|  35|  35|  35|GUTS        |-------     |BRIGHTPOWDER (common), SHOAL SALT (rare)
237|HITMONTOP    |FIGHTING         |  50|  95|  95|  35| 110|  70|INTIMIDATE  |-------     |
238|SMOOCHUM     |ICE/PSYCHIC      |  45|  30|  15|  85|  65|  65|OBLIVIOUS   |-------     |HEART SCALE (100%)
239|ELEKID       |ELECTRIC         |  45|  63|  37|  65|  55|  95|STATIC      |-------     |
240|MAGBY        |FIRE             |  45|  75|  37|  70|  55|  83|FLAME BODY  |-------     |MAX REVIVE (100%)
241|MILTANK      |NORMAL           |  95|  80| 105|  40|  70| 100|THICK FAT   |-------     |TM40 (100%)
242|BLISSEY      |NORMAL           | 255|  10|  10|  75| 135|  55|NATURAL CURE|SERENE GRACE|
243|RAIKOU       |ELECTRIC         |  90|  85|  75| 115| 100| 115|PRESSURE    |-------     |
244|ENTEI        |FIRE             | 115| 115|  85|  90|  75| 100|PRESSURE    |-------     |
245|SUICUNE      |WATER            | 100|  75| 115|  90| 115|  85|PRESSURE    |-------     |
246|LARVITAR     |ROCK/GROUND      |  50|  64|  50|  45|  50|  41|GUTS        |-------     |MOON STONE (common), THUNDERSTONE (rare)
247|PUPITAR      |ROCK/GROUND      |  70|  84|  70|  65|  70|  51|SHED SKIN   |-------     |
248|TYRANITAR    |ROCK/DARK        | 100| 134| 110|  95| 100|  61|SAND STREAM |-------     |DIVE BALL (rare)
249|LUGIA        |PSYCHIC/FLYING   | 106|  90| 130|  90| 154| 110|PRESSURE    |-------     |
250|HO-OH        |FIRE/FLYING      | 106| 130|  90| 110| 154|  90|PRESSURE    |-------     |TWISTEDSPOON (100%)
251|CELEBI       |PSYCHIC/GRASS    | 100| 100| 100| 100| 100| 100|NATURAL CURE|-------     |BLUE FLUTE (100%)
252|TREECKO      |GRASS            |  40|  45|  35|  65|  55|  70|OVERGROW    |-------     |
253|GROVYLE      |GRASS            |  50|  65|  45|  85|  65|  95|OVERGROW    |-------     |TM50 (rare)
254|SCEPTILE     |GRASS            |  70|  85|  65| 105|  85| 120|OVERGROW    |-------     |MAX REPEL (common)
255|TORCHIC      |FIRE             |  45|  60|  40|  70|  50|  45|BLAZE       |-------     |
256|COMBUSKEN    |FIRE/FIGHTING    |  60|  85|  60|  85|  60|  55|BLAZE       |-------     |SACRED ASH (common)
257|BLAZIKEN     |FIRE/FIGHTING    |  80| 120|  70| 110|  70|  80|BLAZE       |-------     |DRAGON SCALE (common)
258|MUDKIP       |WATER            |  50|  70|  50|  50|  50|  40|TORRENT     |-------     |
259|MARSHTOMP    |WATER/GROUND     |  70|  85|  70|  60|  70|  50|TORRENT     |-------     |POISON BARB (rare)
260|SWAMPERT     |WATER/GROUND     | 100| 110|  90|  85|  90|  60|TORRENT     |-------     |NUGGET (common)
261|POOCHYENA    |DARK             |  35|  55|  35|  30|  30|  35|RUN AWAY    |-------     |
262|MIGHTYENA    |DARK             |  70|  90|  70|  60|  60|  70|INTIMIDATE  |-------     |TM12 (100%)
263|ZIGZAGOON    |NORMAL           |  38|  30|  41|  30|  41|  60|PICKUP      |-------     |
264|LINOONE      |NORMAL           |  78|  70|  61|  50|  61| 100|PICKUP      |-------     |
265|WURMPLE      |BUG              |  45|  45|  35|  20|  30|  20|SHIELD DUST |-------     |SAFARI BALL (common), MENTAL HERB (rare)
266|SILCOON      |BUG              |  50|  35|  55|  25|  25|  15|SHED SKIN   |-------     |BIG MUSHROOM (rare)
267|BEAUTIFLY    |BUG/FLYING       |  60|  70|  50|  90|  50|  65|SWARM       |-------     |DRAGON SCALE (rare)
268|CASCOON      |BUG              |  50|  35|  55|  25|  25|  15|SHED SKIN   |-------     |SOFT SAND (common), CHERI BERRY (rare)
269|DUSTOX       |BUG/POISON       |  60|  50|  70|  50|  90|  65|SHIELD DUST |-------     |TM47 (common), TM40 (rare)
270|LOTAD        |WATER/GRASS      |  40|  30|  30|  40|  50|  30|SWIFT SWIM  |RAIN DISH   |ESCAPE ROPE (100%)
271|LOMBRE       |WATER/GRASS      |  60|  50|  50|  60|  70|  50|SWIFT SWIM  |RAIN DISH   |MASTER BALL (common)
272|LUDICOLO     |WATER/GRASS      |  80|  70|  70|  90| 100|  70|SWIFT SWIM  |RAIN DISH   |SUN STONE (rare)
273|SEEDOT       |GRASS            |  40|  40|  50|  30|  30|  30|CHLOROPHYLL |EARLY BIRD  |
274|NUZLEAF      |GRASS/DARK       |  70|  70|  40|  60|  40|  60|CHLOROPHYLL |EARLY BIRD  |
275|SHIFTRY      |GRASS/DARK       |  90| 100|  60|  90|  60|  80|CHLOROPHYLL |EARLY BIRD  |RED SHARD (common), RED FLUTE (rare)
276|TAILLOW      |NORMAL/FLYING    |  40|  55|  30|  30|  30|  85|GUTS        |-------     |
277|SWELLOW      |NORMAL/FLYING    |  60|  85|  60|  50|  50| 125|GUTS        |-------     |
278|WINGULL      |WATER/FLYING     |  40|  30|  30|  55|  30|  85|KEEN EYE    |-------     |MAX POTION (rare)
279|PELIPPER     |WATER/FLYING     |  60|  50| 100|  85|  70|  65|KEEN EYE    |-------     |
280|RALTS        |PSYCHIC          |  28|  25|  25|  45|  35|  40|SYNCHRONIZE |TRACE       |RED SHARD (rare)
281|KIRLIA       |PSYCHIC          |  38|  35|  35|  65|  55|  50|SYNCHRONIZE |TRACE       |WATER STONE (common)
282|GARDEVOIR    |PSYCHIC          |  68|  65|  65| 125| 115|  80|SYNCHRONIZE |TRACE       |
283|SURSKIT      |BUG/WATER        |  40|  30|  32|  50|  52|  65|SWIFT SWIM  |-------     |SEA INCENSE (common), THUNDERSTONE (rare)
284|MASQUERAIN   |BUG/FLYING       |  70|  60|  62|  80|  82|  60|INTIMIDATE  |-------     |EXP. SHARE (rare)
285|SHROOMISH    |GRASS            |  60|  40|  60|  40|  60|  35|EFFECT SPORE|-------     |
286|BRELOOM      |GRASS/FIGHTING   |  60| 130|  80|  60|  60|  70|EFFECT SPORE|-------     |
287|SLAKOTH      |NORMAL           |  60|  60|  60|  35|  35|  30|TRUANT      |-------     |
288|VIGOROTH     |NORMAL           |  80|  80|  80|  55|  55|  90|VITAL SPIRIT|-------     |
289|SLAKING      |NORMAL           | 150| 160| 100|  95|  65| 100|TRUANT      |-------     |CALCIUM (100%)
290|NINCADA      |BUG/GROUND       |  31|  45|  90|  30|  30|  40|COMPOUNDEYES|-------     |LUXURY BALL (rare)
291|NINJASK      |BUG/FLYING       |  61|  90|  45|  50|  50| 160|SPEED BOOST |-------     |PROTEIN (common)
292|SHEDINJA     |BUG/GHOST        |   1|  90|  45|  30|  30|  40|WONDER GUARD|-------     |MOOMOO MILK (100%)
293|WHISMUR      |NORMAL           |  64|  51|  23|  51|  23|  28|SOUNDPROOF  |-------     |
294|LOUDRED      |NORMAL           |  84|  71|  43|  71|  43|  48|SOUNDPROOF  |-------     |TM27 (rare)
295|EXPLOUD      |NORMAL           | 104|  91|  63|  91|  63|  68|SOUNDPROOF  |-------     |TM46 (common), TM10 (rare)
296|MAKUHITA     |FIGHTING         |  72|  60|  30|  20|  30|  25|THICK FAT   |GUTS        |
297|HARIYAMA     |FIGHTING         | 144| 120|  60|  40|  60|  50|THICK FAT   |GUTS        |TM29 (common), TM32 (rare)
298|AZURILL      |NORMAL           |  50|  20|  40|  20|  40|  20|THICK FAT   |HUGE POWER  |QUICK CLAW (common), ANTIDOTE (rare)
299|NOSEPASS     |ROCK             |  30|  45| 135|  45|  90|  30|STURDY      |MAGNET PULL |WATER STONE (common), TM16 (rare)
300|SKITTY       |NORMAL           |  50|  45|  45|  35|  35|  50|CUTE CHARM  |-------     |
301|DELCATTY     |NORMAL           |  70|  65|  65|  55|  55|  70|CUTE CHARM  |-------     |
302|SABLEYE      |DARK/GHOST       |  50|  75|  75|  65|  65|  50|KEEN EYE    |-------     |
303|MAWILE       |STEEL            |  50|  85|  85|  55|  55|  50|HYPER CUTTER|INTIMIDATE  |KING’S ROCK (rare)
304|ARON         |STEEL/ROCK       |  50|  70| 100|  40|  40|  30|STURDY      |ROCK HEAD   |
305|LAIRON       |STEEL/ROCK       |  60|  90| 140|  50|  50|  40|STURDY      |ROCK HEAD   |SMOKE BALL (common), TM18 (rare)
306|AGGRON       |STEEL/ROCK       |  70| 110| 180|  60|  60|  50|STURDY      |ROCK HEAD   |
307|MEDITITE     |FIGHTING/PSYCHIC |  30|  40|  55|  40|  55|  60|PURE POWER  |-------     |TM29 (rare)
308|MEDICHAM     |FIGHTING/PSYCHIC |  60|  60|  75|  60|  75|  80|PURE POWER  |-------     |PEARL (rare)
309|ELECTRIKE    |ELECTRIC         |  40|  45|  40|  65|  40|  65|STATIC      |LIGHTNINGROD|
310|MANECTRIC    |ELECTRIC         |  70|  75|  60| 105|  60| 105|STATIC      |LIGHTNINGROD|
311|PLUSLE       |ELECTRIC         |  60|  50|  40|  85|  75|  95|PLUS        |-------     |TM10 (common)
312|MINUN        |ELECTRIC         |  60|  40|  50|  75|  85|  95|MINUS       |-------     |
313|VOLBEAT      |BUG              |  65|  73|  55|  47|  75|  85|ILLUMINATE  |SWARM       |
314|ILLUMISE     |BUG              |  65|  47|  55|  73|  75|  85|OBLIVIOUS   |-------     |TM18 (rare)
315|ROSELIA      |GRASS/POISON     |  50|  60|  45| 100|  80|  65|NATURAL CURE|POISON POINT|TM39 (common), HP UP (rare)
316|GULPIN       |POISON           |  70|  43|  53|  43|  53|  40|LIQUID OOZE |STICKY HOLD |TM09 (rare)
317|SWALOT       |POISON           | 100|  73|  83|  73|  83|  55|LIQUID OOZE |STICKY HOLD |ASPEAR BERRY (100%)
318|CARVANHA     |WATER/DARK       |  45|  90|  20|  65|  20|  65|ROUGH SKIN  |-------     |TM17 (rare)
319|SHARPEDO     |WATER/DARK       |  70| 120|  40|  95|  40|  95|ROUGH SKIN  |-------     |
320|WAILMER      |WATER            | 130|  70|  35|  70|  35|  60|WATER VEIL  |OBLIVIOUS   |
321|WAILORD      |WATER            | 170|  90|  45|  90|  45|  60|WATER VEIL  |OBLIVIOUS   |
322|NUMEL        |FIRE/GROUND      |  60|  60|  40|  65|  45|  35|OBLIVIOUS   |-------     |LEFTOVERS (100%)
323|CAMERUPT     |FIRE/GROUND      |  70| 100|  70| 105|  75|  40|MAGMA ARMOR |-------     |NUGGET (100%)
324|TORKOAL      |FIRE             |  70|  85| 140|  85|  70|  20|WHITE SMOKE |-------     |
325|SPOINK       |PSYCHIC          |  60|  25|  35|  70|  80|  60|THICK FAT   |OWN TEMPO   |TM23 (common)
326|GRUMPIG      |PSYCHIC          |  80|  45|  65|  90| 110|  80|THICK FAT   |OWN TEMPO   |TM40 (common)
327|SPINDA       |NORMAL           |  60|  60|  60|  60|  60|  60|OWN TEMPO   |-------     |
328|TRAPINCH     |GROUND           |  45| 100|  45|  45|  45|  10|HYPER CUTTER|ARENA TRAP  |
329|VIBRAVA      |GROUND/DRAGON    |  50|  70|  50|  50|  50|  70|LEVITATE    |--          |TM03 (common), REVIVAL HERB (rare)
330|FLYGON       |GROUND/DRAGON    |  80| 100|  80|  80|  80| 100|LEVITATE    |--          |ELIXIR (rare)
331|CACNEA       |GRASS            |  50|  85|  40|  85|  40|  35|SAND VEIL   |-------     |
332|CACTURNE     |GRASS/DARK       |  70| 115|  60| 115|  60|  55|SAND VEIL   |-------     |
333|SWABLU       |NORMAL/FLYING    |  45|  40|  60|  40|  75|  50|NATURAL CURE|-------     |
334|ALTARIA      |DRAGON/FLYING    |  75|  70|  90|  70| 105|  80|NATURAL CURE|-------     |
335|ZANGOOSE     |NORMAL           |  73| 115|  60|  60|  60|  90|IMMUNITY    |-------     |X SPECIAL (rare)
336|SEVIPER      |POISON           |  73| 100|  60| 100|  60|  65|SHED SKIN   |-------     |MACHO BRACE (common)
337|LUNATONE     |ROCK/PSYCHIC     |  70|  55|  65|  95|  85|  70|LEVITATE    |-------     |HYPER POTION (rare)
338|SOLROCK      |ROCK/PSYCHIC     |  70|  95|  85|  55|  65|  70|LEVITATE    |-------     |TM32 (common), BLUE SHARD (rare)
339|BARBOACH     |WATER/GROUND     |  50|  48|  43|  46|  41|  60|OBLIVIOUS   |-------     |
340|WHISCASH     |WATER/GROUND     | 110|  78|  73|  76|  71|  60|OBLIVIOUS   |-------     |ETHER (rare)
341|CORPHISH     |WATER            |  43|  80|  65|  50|  35|  35|HYPER CUTTER|SHELL ARMOR |MACHO BRACE (rare)
342|CRAWDAUNT    |WATER/DARK       |  63| 120|  85|  90|  55|  55|HYPER CUTTER|SHELL ARMOR |PERSIM BERRY (rare)
343|BALTOY       |GROUND/PSYCHIC   |  40|  40|  55|  40|  70|  55|LEVITATE    |-------     |TM35 (rare)
344|CLAYDOL      |GROUND/PSYCHIC   |  60|  70| 105|  70| 120|  75|LEVITATE    |-------     |PP MAX (common)
345|LILEEP       |ROCK/GRASS       |  66|  41|  77|  61|  87|  23|SUCTION CUPS|-------     |
346|CRADILY      |ROCK/GRASS       |  86|  81|  97|  81| 107|  43|SUCTION CUPS|-------     |
347|ANORITH      |ROCK/BUG         |  45|  95|  50|  40|  50|  75|BATTLE ARMOR|-------     |
348|ARMALDO      |ROCK/BUG         |  75| 125| 100|  70|  80|  45|BATTLE ARMOR|-------     |
349|FEEBAS       |WATER            |  20|  15|  20|  10|  55|  80|SWIFT SWIM  |-------     |
350|MILOTIC      |WATER            |  95|  60|  79| 100| 125|  81|MARVEL SCALE|-------     |LUM BERRY (common)
351|CASTFORM     |NORMAL           |  70|  70|  70|  70|  70|  70|FORECAST    |-------     |BURN HEAL (100%)
352|KECLEON      |NORMAL           |  60|  90|  70|  60| 120|  40|COLOR CHANGE|-------     |
353|SHUPPET      |GHOST            |  44|  75|  35|  63|  33|  45|INSOMNIA    |-------     |
354|BANETTE      |GHOST            |  64| 115|  65|  83|  63|  65|INSOMNIA    |-------     |DRAGON SCALE (common), BLACK FLUTE (rare)
355|DUSKULL      |GHOST            |  20|  40|  90|  30|  90|  25|LEVITATE    |-------     |SILVERPOWDER (common)
356|DUSCLOPS     |GHOST            |  40|  70| 130|  60| 130|  25|PRESSURE    |-------     |DRAGON FANG (common), MOOMOO MILK (rare)
357|TROPIUS      |GRASS/FLYING     |  99|  68|  83|  72|  87|  51|CHLOROPHYLL |-------     |
358|CHIMECHO     |PSYCHIC          |  65|  50|  70|  95|  80|  65|LEVITATE    |-------     |
359|ABSOL        |DARK             |  65| 130|  60|  75|  60|  75|PRESSURE    |-------     |
360|WYNAUT       |PSYCHIC          |  95|  23|  48|  23|  48|  23|SHADOW TAG  |-------     |LUXURY BALL (common)
361|SNORUNT      |ICE              |  50|  50|  50|  50|  50|  50|INNER FOCUS |-------     |TM47 (common)
362|GLALIE       |ICE              |  80|  80|  80|  80|  80|  80|INNER FOCUS |-------     |
363|SPHEAL       |ICE/WATER        |  70|  40|  50|  55|  50|  25|THICK FAT   |-------     |
364|SEALEO       |ICE/WATER        |  90|  60|  70|  75|  70|  45|THICK FAT   |-------     |TM46 (100%)
365|WALREIN      |ICE/WATER        | 110|  80|  90|  95|  90|  65|THICK FAT   |-------     |MAX REVIVE (common)
366|CLAMPERL     |WATER            |  35|  64|  85|  74|  55|  32|SHELL ARMOR |-------     |
367|HUNTAIL      |WATER            |  55| 104| 105|  94|  75|  52|SWIFT SWIM  |-------     |ENERGYPOWDER (rare)
368|GOREBYSS     |WATER            |  55|  84| 105| 114|  75|  52|SWIFT SWIM  |-------     |
369|RELICANTH    |WATER/ROCK       | 100|  90| 130|  45|  65|  55|SWIFT SWIM  |ROCK HEAD   |
370|LUVDISC      |WATER            |  43|  30|  55|  40|  65|  97|SWIFT SWIM  |-------     |DEEPSEATOOTH (common)
371|BAGON        |DRAGON           |  45|  75|  60|  40|  30|  50|ROCK HEAD   |-------     |
372|SHELGON      |DRAGON           |  65|  95| 100|  60|  50|  50|ROCK HEAD   |-------     |TM08 (100%)
373|SALAMENCE    |DRAGON/FLYING    |  95| 135|  80| 110|  80| 100|INTIMIDATE  |-------     |
374|BELDUM       |STEEL/PSYCHIC    |  40|  55|  80|  35|  60|  30|CLEAR BODY  |-------     |
375|METANG       |STEEL/PSYCHIC    |  60|  75| 100|  55|  80|  50|CLEAR BODY  |-------     |
376|METAGROSS    |STEEL/PSYCHIC    |  80| 135| 130|  95|  90|  70|CLEAR BODY  |-------     |SODA POP (rare)
377|REGIROCK     |ROCK             |  80| 100| 200|  50| 100|  50|CLEAR BODY  |-------     |
378|REGICE       |ICE              |  80|  50| 100| 100| 200|  50|CLEAR BODY  |-------     |ELIXIR (common)
379|REGISTEEL    |STEEL            |  80|  75| 150|  75| 150|  50|CLEAR BODY  |-------     |SAFARI BALL (rare)
380|LATIAS       |DRAGON/PSYCHIC   |  80|  80|  90| 110| 130| 110|LEVITATE    |-------     |
381|LATIOS       |DRAGON/PSYCHIC   |  80|  90|  80| 130| 110| 110|LEVITATE    |-------     |BLACK FLUTE (common), ASPEAR BERRY (rare)
382|KYOGRE       |WATER            | 100| 100|  90| 150| 140|  90|DRIZZLE     |-------     |SHOAL SHELL (common)
383|GROUDON      |GROUND           | 100| 150| 140| 100|  90|  90|DROUGHT     |-------     |AMULET COIN (common), BURN HEAL (rare)
384|RAYQUAZA     |DRAGON/FLYING    | 105| 150|  90| 150|  90|  95|AIR LOCK    |-------     |HARD STONE (common), CLEANSE TAG (rare)
385|JIRACHI      |STEEL/PSYCHIC    | 100| 100| 100| 100| 100| 100|SERENE GRACE|-------     |TM25 (100%)
386|DEOXYS       |PSYCHIC          |  50|  95|  90|  95|  90| 180|PRESSURE    |-------     |

--Removing Impossible Evolutions--
POLIWHIRL       -> POLITOED        at level 37
KADABRA         -> ALAKAZAM        at level 37
MACHOKE         -> MACHAMP         at level 37
GRAVELER        -> GOLEM           at level 37
SLOWPOKE        -> SLOWKING        using a WATER STONE
HAUNTER         -> GENGAR          at level 37
ONIX            -> STEELIX         at level 30
SEADRA          -> KINGDRA         at level 40
SCYTHER         -> SCIZOR          at level 30
PORYGON         -> PORYGON2        at level 30
CLAMPERL        -> HUNTAIL         at level 30
CLAMPERL        -> GOREBYSS        using a WATER STONE

--Making Evolutions Easier--
Friendship evolutions now take 160 happiness (was 220).
RHYHORN         now evolves into RHYDON               at minimum level 40
HORSEA          now evolves into SEADRA               at minimum level 30
DRAGONAIR       now evolves into DRAGONITE            at minimum level 40
PUPITAR         now evolves into TYRANITAR            at minimum level 40
ARON            now evolves into LAIRON               at minimum level 30
LAIRON          now evolves into AGGRON               at minimum level 40
TRAPINCH        now evolves into VIBRAVA              at minimum level 30
VIBRAVA         now evolves into FLYGON               at minimum level 40
SNORUNT         now evolves into GLALIE               at minimum level 40
SPHEAL          now evolves into SEALEO               at minimum level 30
SEALEO          now evolves into WALREIN              at minimum level 40
SHELGON         now evolves into SALAMENCE            at minimum level 40
METANG          now evolves into METAGROSS            at minimum level 40

--Removing Timed-Based Evolutions--
EEVEE           -> ESPEON          using a SUN STONE
EEVEE           -> UMBREON         using a MOON STONE

--Random Starters--
Set starter 1 to MAREEP
Set starter 2 to PINSIR
Set starter 3 to CRADILY

Move Data: Unchanged.

Pokemon Movesets: Unchanged.

TM Moves: Unchanged.

Move Tutor Moves: Unchanged.

--Trainers Pokemon--
#1 (HIKER SAWYER)@310058 - SEEDOT Lv21
#2 (TEAM AQUA GRUNT)@310080 - WAILORD Lv32
#3 (TEAM AQUA GRUNT)@3100A8 - HARIYAMA Lv31, RALTS Lv31
#4 (TEAM AQUA GRUNT)@3100D0 - LUNATONE Lv32
#5 (TEAM AQUA GRUNT)@3100F8 - MILTANK Lv32
#6 (TEAM AQUA GRUNT)@310120 - FERALIGATR Lv36
#7 (TEAM AQUA GRUNT)@310148 - NIDOKING Lv36
#8 (TEAM AQUA GRUNT)@310170 - RHYDON Lv36
#9 ([PK][MN] BREEDER GABRIELLE)@310198 - AGGRON Lv26, ARMALDO Lv26, ELEKID Lv26, POLITOED Lv26, JYNX Lv26, ARTICUNO Lv26
#10 (TEAM AQUA GRUNT)@3101C0 - AGGRON Lv9
#11 (COOLTRAINER MARCEL)@3101E8 - GLOOM Lv29, SNORUNT Lv29
#12 (BIRD KEEPER ALBERTO)@310210 - SMOOCHUM Lv30, FLYGON Lv30
#13 (COLLECTOR ED)@310238 - POLIWRATH Lv30, SANDSHREW Lv30
#14 (TEAM AQUA GRUNT)@310260 - PARASECT Lv36
#15 (SWIMMER♂ DECLAN)@310288 - FLAREON Lv34
#16 (TEAM AQUA GRUNT)@3102B0 - WEEZING Lv11
#17 (TEAM AQUA GRUNT)@3102D8 - NUZLEAF Lv27, ELECTRIKE Lv27
#18 (TEAM AQUA GRUNT)@310300 - MAGMAR Lv27, CROCONAW Lv27
#19 (TEAM AQUA GRUNT)@310328 - GENGAR Lv26, WHISCASH Lv26, ARMALDO Lv26
#20 (TEAM AQUA GRUNT)@310350 - CAMERUPT Lv15
#21 (TEAM AQUA GRUNT)@310378 - LUDICOLO Lv14, GARDEVOIR Lv14
#22 (TEAM MAGMA GRUNT)@3103A0 - RAPIDASH Lv32
#23 (TEAM AQUA GRUNT)@3103C8 - SPINDA Lv32
#24 (TEAM AQUA GRUNT)@3103F0 - HO-OH Lv32
#25 (TEAM AQUA GRUNT)@310418 - STARYU Lv30, SUNKERN Lv30
#26 (TEAM AQUA GRUNT)@310440 - JUMPLUFF Lv28
#27 (TEAM AQUA GRUNT)@310468 - RHYHORN Lv32
#28 (TEAM AQUA GRUNT)@310490 - SEAKING Lv32
#29 (EXPERT FREDRICK)@3104B8 - MR. MIME Lv30, VICTREEBEL Lv30
#30 (AQUA ADMIN MATT)@3104E0 - LUNATONE Lv34, ONIX Lv34
#31 (BLACK BELT ZANDER)@310508 - GRANBULL Lv31
#32 (AQUA ADMIN SHELLY)@310530 - MACHAMP Lv28, MILOTIC Lv28
#33 (AQUA ADMIN SHELLY)@310558 - SHELLDER Lv37, DODRIO Lv37
#34 (AQUA LEADER ARCHIE)@310580 - BALTOY Lv41, TYPHLOSION Lv41, SCEPTILE Lv43
#35 (HEX MANIAC LEAH)@3105A8 - POLITOED Lv31
#36 (AROMA LADY DAISY)@3105D0 - KADABRA Lv14, MACHOP Lv14
#37 (AROMA LADY ROSE)@3105F8 - ONIX Lv14, MEGANIUM Lv14, OMASTAR Lv14
#38 (COOLTRAINER FELIX)@310620 - SEEL Lv43, REGISTEEL Lv43
#39 (AROMA LADY VIOLET)@310648 - YANMA Lv26, GRIMER Lv26
#40 (AROMA LADY ROSE)@310670 - CROBAT Lv26, PORYGON2 Lv26
